Geohash,Amenity,Bump,Crossing,Entrance,Give_Way,Junction,Noexit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Circle,Turning_Loop
9v6ku,24,0,1,0,0,0,0,0,0,0,0,0,5,65,0
9v6kt,2,0,0,0,0,0,0,0,0,0,0,0,0,46,0
9v6kw,13,0,0,0,0,4,2,0,0,0,0,0,9,102,0
9v6kv,5,0,1,0,0,0,1,0,0,0,0,0,6,60,0
9v6kq,11,0,3,0,0,0,0,0,1,4,0,0,10,83,0
9v6kp,752,0,896,0,4,15,3,26,5,135,34,6,317,54,0
9v6ks,4,0,0,0,0,0,0,0,0,0,0,0,4,46,0
9v6kr,302,0,108,0,0,14,4,0,0,97,8,0,102,48,0
9v6km,19,0,0,0,0,4,0,0,1,0,0,0,21,59,0
9v6kn,87,7,0,0,0,11,3,0,0,10,0,7,34,80,0
dnq8g,12,0,6,0,0,3,0,4,0,0,0,0,20,184,0
9v6kk,6,0,0,0,0,0,0,0,0,0,0,0,4,63,0
9v6kj,7,0,0,0,0,6,0,0,0,2,0,0,17,48,0
9v6ke,4,0,0,0,0,0,2,0,0,0,0,0,2,33,0
9v6kd,14,1,6,0,0,0,3,0,0,0,0,1,21,169,0
9v6kg,3,0,0,0,0,0,0,0,0,0,0,0,4,40,0
dhwfg,103,2,100,9,0,2,2,0,2,86,15,4,100,7,0
9v6te,16,0,11,0,1,3,1,9,0,0,0,0,17,146,0
9qh0b,41,0,10,0,0,19,2,21,0,37,5,0,114,125,0
9vg16,22,0,0,0,0,3,0,0,0,0,0,0,53,42,0
9vg17,12,0,16,0,0,0,1,0,0,0,0,0,46,66,0
dnq8d,22,0,55,1,1,0,2,20,0,2,1,0,40,100,0
9vg13,13,0,7,0,0,8,0,7,1,0,0,0,33,59,0
dnq8v,1,0,2,0,0,0,0,2,0,0,6,0,2,44,0
9v6su,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
dhwfh,92,0,116,1,2,12,8,6,3,111,10,1,146,18,0
9vg18,1,0,1,0,0,0,0,0,0,0,0,0,11,17,0
9vg19,7,0,0,0,0,0,0,0,0,0,0,0,0,42,0
9v6k5,2,0,0,0,0,0,0,0,0,0,0,0,3,16,0
9v6k7,13,0,0,0,0,0,0,0,1,0,0,0,20,62,0
dnq8u,8,0,1,0,0,1,0,1,0,0,1,1,16,110,0
9v6tg,0,0,0,0,0,2,0,0,0,0,0,0,0,54,0
dn5b5,12,0,6,0,2,3,0,3,0,0,2,0,16,57,0
dn5b7,25,0,21,0,0,0,0,2,0,0,6,0,38,66,0
9v6st,2,0,5,0,0,0,0,5,0,0,0,0,4,18,0
9v6sv,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
dnq99,8,0,2,0,0,0,0,0,0,0,0,0,3,22,0
dnq8b,12,16,16,0,0,4,1,4,0,0,0,16,8,96,0
9v6ss,15,0,10,0,0,0,0,10,0,1,0,0,17,100,0
dnq8c,18,1,6,44,4,0,1,5,0,3,15,1,21,152,0
dnnqv,18,0,95,2,0,7,0,3,0,0,0,0,61,6,0
9vg3f,7,0,0,0,0,6,0,0,0,0,0,0,0,12,0
dnnqu,57,0,16,0,0,2,3,5,0,0,0,0,19,48,0
dnh0f,17,0,8,0,0,16,0,38,0,1,2,0,33,15,0
dnnx1,6,1,4,0,0,2,0,0,2,0,10,1,5,142,0
dnnx0,28,4,20,1,0,0,0,0,1,0,3,4,23,55,0
dn5bt,48,10,140,2,1,5,1,5,0,9,71,10,120,97,0
dn5bu,32,1,79,0,4,1,0,5,0,0,46,1,55,29,0
dn5bv,167,71,224,10,25,22,0,0,1,28,51,71,268,27,0
dn5bw,47,4,47,0,1,6,0,0,1,1,14,4,104,7,0
dn5bp,564,0,763,118,1,16,11,119,0,39,16,1,395,7,0
dnnx3,32,0,2,6,0,2,7,0,0,0,0,0,22,208,0
dn5br,107,1,44,1,0,15,0,16,1,7,2,3,59,5,0
dn5bs,34,2,35,0,0,0,0,0,0,9,21,2,54,80,0
dnq8e,8,9,12,0,0,0,0,0,0,2,0,9,1,73,0
dn5bx,25,2,19,0,0,0,2,0,0,0,9,2,45,5,0
dn5by,58,5,81,2,3,14,0,0,0,2,12,5,76,19,0
dn5bz,23,1,12,0,8,3,1,0,0,0,4,1,45,27,0
dnq8j,1,0,0,0,0,3,0,0,0,0,0,0,0,49,0
9v6s0,249,0,67,3,0,3,2,25,0,134,5,0,56,31,0
dn5bg,16,0,43,0,0,0,0,0,0,2,33,0,57,92,0
dnq8k,6,0,4,0,0,3,1,4,1,0,0,0,10,87,0
dn5bm,17,4,21,0,0,3,0,12,0,0,2,4,31,29,0
dn5bn,49,3,8,0,0,1,0,74,0,2,1,3,14,9,0
dn5bh,13,0,6,0,1,3,0,2,0,0,2,0,26,22,0
dnq8h,20,0,0,0,0,0,0,0,0,0,0,0,1,81,0
dn5bj,28,0,4,0,0,16,0,9,0,1,2,0,27,4,0
dn5bk,9,3,12,0,0,0,1,2,0,0,0,3,6,125,0
9v6se,3,0,19,0,0,8,0,5,0,0,0,0,30,15,0
9v6sd,1,0,16,0,0,7,0,2,0,0,0,0,35,88,0
dnnx9,23,0,20,0,0,1,1,0,1,0,0,0,11,91,0
9v6sk,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
dnnx8,36,4,21,2,0,0,0,0,1,0,2,4,13,210,0
dnnrs,4,0,37,0,0,0,9,0,0,1,0,0,16,76,0
dnnrr,6,0,1,0,0,0,1,0,0,0,0,0,3,98,0
dnq8m,2,0,7,0,0,1,1,7,0,0,0,0,4,11,0
dnnrq,15,3,7,0,0,0,4,1,0,0,1,3,5,34,0
9vg5j,79,12,99,12,0,12,1,0,0,1,0,12,122,33,0
9vg5k,81,0,126,16,0,22,3,34,0,5,5,0,177,59,0
9vg5h,12,0,6,3,0,1,0,0,0,0,4,0,39,69,0
dnnrp,2,8,0,0,0,0,5,0,0,0,1,8,0,73,0
9vg5n,27,0,60,0,0,3,2,12,0,5,0,0,101,52,0
9v6sc,40,0,0,0,0,4,5,0,0,0,2,0,53,133,0
9vg5m,52,4,52,2,0,11,3,0,0,3,2,4,124,59,0
9vg5b,35,0,60,0,0,5,2,0,0,0,2,0,122,108,0
9vg5c,19,0,31,0,0,13,0,33,0,1,2,0,73,7,0
9v6sb,222,20,23,2,0,7,2,13,0,67,2,25,80,85,0
9vg5f,5,0,0,2,10,10,0,0,1,0,2,0,66,102,0
9q5d7,7,12,1,1,0,2,2,0,0,0,0,12,5,88,0
9vg5d,6,0,23,3,0,20,0,31,0,2,13,0,110,45,0
9q5d5,4,15,2,0,0,0,10,0,0,0,9,15,4,71,0
9vg5z,42,0,66,4,2,13,1,49,0,3,7,2,134,53,0
9v6sm,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9vg5x,129,0,310,7,1,8,0,36,0,5,26,0,219,61,0
9vg5y,23,0,42,1,0,3,2,2,0,0,5,0,106,130,0
dnnru,1,0,10,0,0,0,8,24,0,0,0,0,0,40,0
9v6e6,3,0,0,0,0,0,1,0,0,0,0,0,0,6,0
9vg5r,18,0,88,2,0,0,1,8,0,0,10,0,135,96,0
9vg5s,51,0,9,1,0,6,1,9,0,2,0,0,110,79,0
9vg5p,4,0,49,1,0,11,1,33,0,2,3,0,105,58,0
9vg5q,58,0,68,3,1,24,0,22,0,2,12,0,110,33,0
9vg5v,20,0,77,5,0,2,0,4,0,0,25,0,157,154,0
9vg5w,67,0,71,9,0,4,4,11,0,8,16,0,103,52,0
9vg5t,28,0,31,0,0,1,0,13,0,0,3,0,125,88,0
9vg5u,72,3,36,10,0,12,1,6,0,0,13,3,152,129,0
dnnrk,13,10,52,0,0,0,4,0,0,0,0,10,8,161,0
dnnrj,10,0,31,0,0,5,1,1,0,0,2,0,7,37,0
9v6t1,85,0,2,0,1,6,5,0,0,22,22,0,95,144,0
9vgk4,12,0,0,0,0,0,0,0,0,0,0,0,1,64,0
9v6sh,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9vk56,10,0,15,0,1,0,0,0,0,0,0,0,9,202,0
9vk54,12,0,6,0,1,3,0,6,0,0,0,0,44,205,0
9vk55,10,0,22,0,0,2,1,3,0,0,1,0,54,161,0
9vk53,18,0,12,0,0,0,2,4,0,0,0,0,22,165,0
9vk50,13,0,12,0,0,3,2,10,0,0,0,0,11,23,0
9vk51,6,0,1,0,0,4,2,1,0,0,0,0,15,148,0
dnnrn,15,0,24,0,0,0,0,5,0,0,0,0,4,45,0
9q5dz,23,51,10,0,0,5,25,0,0,22,28,51,45,234,0
9q5dx,24,43,13,1,0,1,28,7,0,4,43,43,40,92,0
9q5dy,108,67,19,7,0,4,19,1,0,11,38,67,69,288,0
9vhpf,22,0,5,0,0,7,0,0,6,0,0,0,28,86,0
9vhpg,4,0,8,0,0,1,0,8,0,0,0,0,14,104,0
9q5dr,100,64,40,2,0,4,12,0,0,5,5,64,59,123,0
9q5ds,35,31,2,0,0,0,12,0,0,0,4,31,36,238,0
9q5dp,5,0,30,0,0,2,1,0,0,0,0,0,7,69,0
9q5dq,76,64,70,0,0,5,15,0,0,2,3,64,79,135,0
9q5dv,68,33,65,0,0,7,15,30,0,3,7,33,75,199,0
9q5dw,44,34,9,0,0,0,39,13,0,9,29,34,64,128,0
9q5dt,108,46,64,3,0,0,55,0,0,0,3,46,119,195,0
9q5du,10,12,2,0,0,3,4,2,0,0,5,12,0,45,0
9q5dj,2,0,0,0,0,0,0,0,0,0,0,0,0,19,0
9q5dk,90,95,33,3,1,7,1,0,3,0,10,95,75,206,0
9vg58,34,0,20,0,0,8,0,0,1,0,0,0,71,103,0
9vg59,20,0,2,0,0,16,1,0,0,0,4,0,54,82,0
9vhpv,10,0,0,0,0,3,0,0,0,0,0,0,0,50,0
9q5dm,308,55,80,15,0,7,7,0,0,19,52,55,106,102,0
9vg52,8,0,31,1,0,9,0,25,0,3,0,0,82,26,0
9vg53,10,0,29,6,0,3,0,5,0,0,32,0,44,131,0
9vg50,0,0,4,0,0,4,0,4,0,3,0,0,20,7,0
9vg51,49,0,88,23,22,16,0,24,0,15,18,0,105,47,0
9vg56,6,0,52,0,0,13,1,57,0,1,0,0,72,10,0
9q5dg,11,0,4,0,0,2,0,12,0,2,0,0,2,34,0
9vg54,19,12,53,14,0,9,2,18,0,2,35,12,43,11,0
9vg55,15,7,73,4,0,27,0,21,0,2,1,7,135,38,0
dn5be,24,0,31,0,4,0,0,0,0,0,18,0,44,115,0
9vk5n,0,0,0,0,0,0,0,0,0,0,0,0,4,73,0
9vk5m,43,0,2,0,0,3,0,0,0,0,0,0,14,333,0
9vk5j,5,0,9,0,0,1,0,0,0,0,0,0,16,232,0
9vk5k,14,0,26,0,6,6,0,3,0,0,0,0,27,120,0
9vk5h,21,0,34,0,6,13,0,31,0,0,0,0,42,71,0
9vk5p,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
dnnqg,14,0,20,0,0,0,0,11,0,0,0,0,17,74,0
9v6e2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0
dnh09,28,16,18,0,0,3,0,0,0,2,8,16,25,31,0
dnh08,64,18,25,0,0,3,0,3,1,3,4,19,64,62,0
9v6ed,3,0,0,0,0,4,2,0,0,1,0,0,4,50,0
dnh03,94,24,12,0,0,0,0,0,0,12,5,26,24,45,0
dnh02,97,11,13,0,0,13,21,18,0,8,2,11,65,11,0
dnh01,346,17,223,0,1,0,0,21,0,34,23,23,86,23,0
dnh00,355,32,243,0,0,4,0,41,1,22,16,39,107,6,0
dnh07,36,6,33,23,0,3,0,8,0,14,29,6,29,151,0
dnh06,31,15,2,0,0,3,0,1,0,4,16,15,17,66,0
dnh05,21,26,22,0,0,3,0,1,0,1,19,26,36,98,0
dhx4b,53,0,106,0,7,2,3,0,0,132,15,3,149,3,0
9vgk0,14,6,136,4,0,0,1,0,0,0,7,6,88,120,0
9vfcr,2,0,0,1,0,0,0,0,0,0,1,0,14,35,0
9vfcx,3,0,4,0,0,9,1,0,0,0,1,0,37,55,0
9vfcz,12,0,0,0,0,15,4,0,0,0,5,0,64,92,0
9v6ts,6,0,0,0,0,0,0,0,0,0,0,0,2,75,0
9v6tu,18,0,3,0,0,0,1,3,0,0,0,0,3,44,0
djgzj,22,0,0,0,0,6,0,0,1,0,0,0,1,95,0
dnnxe,10,0,20,0,0,8,2,4,0,0,2,0,0,157,0
djgzh,16,0,21,0,0,4,0,24,0,0,0,0,0,18,0
djgzn,10,0,0,0,0,2,0,0,0,0,1,0,12,85,0
dhx48,362,0,163,18,0,0,1,0,0,116,59,3,199,9,0
dnnxd,11,0,0,0,0,0,1,0,0,0,0,0,4,200,0
dnq2t,14,0,4,0,0,13,1,0,0,0,4,0,3,30,0
dnh0b,44,0,30,0,1,19,0,12,0,4,2,3,142,107,0
dnh0g,36,8,23,0,0,3,0,20,0,0,0,8,5,71,0
dnnxg,69,1,14,0,0,3,0,4,0,2,2,1,14,89,0
dnh0e,24,0,26,0,0,0,0,4,1,0,16,0,26,128,0
dnh0d,5,2,37,0,0,2,0,0,0,0,1,2,19,49,0
djgzz,110,5,132,0,1,21,0,43,0,2,2,5,85,8,0
djgzx,26,0,3,0,0,23,0,3,0,0,3,0,1,6,0
dnnxf,22,1,2,0,0,0,1,2,0,1,0,1,12,111,0
djgzr,35,1,35,0,2,22,0,33,0,1,20,1,73,11,0
djgzs,10,0,4,0,0,0,0,2,0,0,4,0,7,47,0
djgzp,11,0,7,0,0,4,0,4,0,0,3,0,22,26,0
djgzq,169,0,35,0,5,21,0,20,0,15,13,0,42,1,0
djgzv,17,0,1,0,0,2,0,1,0,0,2,0,14,34,0
djgzw,55,0,12,0,0,7,1,14,0,11,0,0,14,7,0
djgzt,19,0,0,0,0,10,0,0,0,0,3,0,14,35,0
djgzu,15,0,5,0,0,0,0,5,0,0,7,0,6,86,0
dnnxc,5,0,2,0,0,0,1,0,0,0,3,0,5,125,0
dnq85,6,0,0,0,0,0,0,0,0,0,2,0,2,91,0
9v6t8,30,0,4,0,0,3,0,3,0,0,0,0,38,258,0
9v6s2,226,6,70,1,5,26,0,20,3,88,5,16,98,32,0
9q5cs,330,0,336,5,0,47,6,129,0,125,223,0,442,26,0
9q5cr,48,67,97,0,0,16,25,390,0,25,22,67,138,43,0
9q5cq,40,0,117,0,0,10,5,347,0,8,19,0,136,15,0
9q5cp,81,0,28,0,0,3,4,18,0,6,7,0,175,125,0
9q5cw,112,0,38,0,0,41,33,68,0,132,28,0,118,55,0
9q5cv,143,1,94,2,0,61,46,252,1,101,27,1,97,41,0
9q5cu,376,20,43,4,0,14,10,19,0,131,74,21,271,46,0
9q5ct,473,0,580,23,0,55,76,371,0,218,65,0,415,28,0
9q5cz,131,2,87,3,0,23,7,22,0,113,98,2,132,54,0
9q5cy,72,7,20,0,0,4,22,25,0,142,46,7,75,50,0
9q5cx,73,10,48,1,0,10,24,30,0,67,86,10,151,81,0
9v6s7,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
9q5cc,165,10,814,0,1,0,1,0,0,55,360,10,224,50,0
9q5cb,251,20,122,2,0,6,1,5,0,35,56,20,133,41,0
9v6sg,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0
9v6sf,4,0,0,2,0,0,0,0,0,0,0,0,42,50,0
9q5cg,322,5,123,3,1,6,2,12,0,79,170,5,284,16,0
9q5cf,432,7,279,2,0,5,3,8,5,54,161,7,394,22,0
9q5ce,105,19,46,0,0,13,11,34,0,20,63,19,167,25,0
9q5cd,73,17,24,2,0,15,35,18,2,17,42,19,212,67,0
9q5ck,76,2,248,0,0,11,2,12,0,0,25,2,235,3,0
9q5cj,73,13,79,0,0,6,5,83,0,23,7,13,113,30,0
9q5ch,85,2,40,0,0,18,0,27,0,17,5,2,190,12,0
9q5cn,63,9,34,0,0,9,1,38,0,53,4,9,87,19,0
9q5cm,70,1,224,0,0,0,1,179,0,48,7,1,161,32,0
9vgk1,13,0,24,0,0,0,0,0,0,0,7,0,9,65,0
dnnxu,1,0,14,0,0,2,0,0,0,0,0,1,1,87,0
9v6tb,4,0,2,0,0,4,0,2,0,0,12,0,10,54,0
9v6tc,22,0,0,0,0,0,5,0,0,0,10,0,21,130,0
9v6td,12,0,4,0,0,0,7,4,0,0,0,0,16,270,0
9v6s3,42,36,13,0,19,4,2,1,0,28,106,37,32,125,0
9v6tf,2,0,0,0,0,0,0,0,0,0,0,0,2,94,0
dnnxt,8,1,19,0,0,3,2,0,0,0,17,1,8,50,0
9v6th,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0
9v6tj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9v6tk,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
9vk18,11,0,0,0,0,0,1,0,0,0,0,0,6,1,0
9vk19,29,0,8,3,0,3,49,8,0,0,0,0,66,94,0
dhwf4,52,5,0,0,0,6,0,0,2,144,1,5,112,77,0
dhwf5,71,0,26,0,0,9,3,8,2,163,10,0,86,89,0
dhwf6,37,0,11,0,0,2,5,0,0,132,1,0,102,90,0
dhwf7,78,0,5,0,0,0,0,0,0,186,0,0,98,45,0
9vk12,251,64,26,23,0,11,1,0,0,3,59,66,44,116,0
9vk13,73,20,3,1,4,15,9,0,0,1,3,20,85,135,0
9vk10,57,0,12,0,0,2,8,0,0,1,0,0,102,130,0
9vk11,39,9,34,0,2,10,30,0,0,0,4,9,125,41,0
9vk16,31,0,35,0,3,8,14,0,0,0,1,0,67,218,0
9vk17,89,6,74,0,1,23,57,0,1,1,37,6,119,41,0
9vk14,58,2,23,0,1,4,48,0,0,0,7,2,112,38,0
9vk15,159,17,59,0,9,19,161,3,0,8,15,17,205,42,0
9q5c3,244,10,111,3,0,20,2,0,1,16,58,16,229,108,0
9q5c2,162,29,14,2,0,0,0,0,0,15,12,29,96,31,0
9q5c1,166,12,102,4,0,7,0,3,3,17,121,12,142,27,0
9q5c0,15,3,1,0,0,0,0,0,0,5,0,3,20,2,0
9q5c7,74,9,86,0,0,0,0,33,0,19,35,9,141,4,0
9q5c6,42,8,6,0,0,3,0,2,0,5,22,8,85,67,0
9q5c5,43,1,38,0,0,2,0,0,0,12,12,1,142,25,0
9q5c4,102,18,123,1,0,21,2,60,0,21,49,18,236,62,0
9q5c9,160,51,31,24,0,10,5,30,1,58,85,52,206,70,0
9q5c8,210,25,209,0,0,14,8,57,0,64,141,31,257,60,0
9v6s9,15,0,9,0,0,14,2,0,3,0,11,0,36,60,0
dhwge,9,12,49,0,0,6,2,0,1,18,6,12,27,19,0
9v6s8,251,0,23,0,0,11,1,11,0,127,1,0,70,85,0
9vk1j,307,0,818,8,5,25,78,145,0,37,21,0,371,3,0
9vk1k,139,16,204,0,9,8,72,30,0,15,7,21,120,22,0
9vk1h,213,24,122,3,1,9,64,24,0,22,21,26,149,21,0
9vk1n,98,0,514,159,1,15,8,196,0,20,4,0,190,7,0
dhwfe,93,14,218,2,2,7,30,13,2,140,12,16,196,50,0
dhwff,15,0,42,1,0,4,3,1,2,16,1,0,37,4,0
9vk1m,261,11,464,6,11,25,182,115,0,26,11,12,315,9,0
9vk1b,30,0,6,0,0,0,1,4,0,0,1,0,24,115,0
9vk1c,22,0,39,0,2,14,20,17,0,0,0,0,62,19,0
dhwfj,29,0,54,0,0,3,0,0,3,60,3,6,42,3,0
dhwfk,68,0,42,0,0,10,19,17,2,166,5,1,79,9,0
9vk1f,23,0,27,9,4,4,33,27,0,0,0,0,48,52,0
9vk1g,22,1,22,1,1,0,6,15,0,1,0,2,58,94,0
9vk1d,45,0,18,0,0,0,46,10,0,0,0,1,74,71,0
9vk1e,39,0,57,0,1,11,12,17,0,0,1,4,116,29,0
9vk1z,39,0,17,0,0,0,0,8,0,0,5,0,28,43,0
dhwfq,61,1,155,17,0,1,5,2,2,136,12,3,114,3,0
9vk1x,69,0,116,0,4,8,0,78,0,0,0,0,51,4,0
9vk1y,31,0,16,0,10,7,2,6,0,0,5,0,61,5,0
dhwft,166,3,208,6,2,27,7,8,12,257,38,4,125,6,0
dhwfu,52,12,113,1,0,10,3,44,2,122,17,14,109,8,0
dhwfv,121,1,163,3,1,9,8,79,3,291,13,2,124,1,0
dhwfw,195,0,77,0,0,19,21,3,4,450,30,6,186,8,0
9vk1r,27,0,121,0,0,8,1,151,0,0,0,0,42,2,0
9vk1s,125,16,233,0,6,9,45,11,0,0,45,16,150,39,0
9vk1p,58,0,142,2,0,5,1,211,0,3,0,0,72,8,0
9vk1q,179,0,555,0,9,24,32,184,0,16,5,0,280,4,0
9vk1v,66,0,222,0,16,7,21,0,0,0,111,0,149,28,0
9vk1w,84,2,91,0,5,24,8,41,0,0,0,2,95,7,0
9vk1t,107,7,259,0,11,22,117,57,0,16,45,7,176,11,0
9vk1u,69,0,128,0,6,3,7,0,0,0,17,0,139,13,0
9v6t9,62,0,14,1,4,7,7,10,0,1,7,0,46,195,0
dhwgk,60,0,22,0,0,17,7,0,0,116,3,0,113,6,0
9v677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dhwgj,59,0,60,0,0,2,3,55,0,266,4,0,113,2,0
9v7gh,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
dhwgh,76,1,75,0,2,8,0,22,0,180,3,3,150,4,0
9v6e9,17,0,0,0,0,4,0,0,0,0,0,0,4,13,0
dnq91,22,0,6,0,0,4,9,0,1,0,4,0,8,162,0
9vfgx,3,0,0,0,0,3,0,0,0,0,0,0,23,13,0
dnq93,8,0,0,0,0,0,5,0,0,0,0,0,0,71,0
9vfgz,34,0,116,1,0,0,1,0,0,0,2,0,85,150,0
9v5zu,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0
dnq94,37,3,6,0,0,11,4,0,0,0,20,3,23,110,0
dnq97,3,1,54,18,6,2,0,0,0,0,2,1,57,19,0
