Geohash,Amenity,Bump,Crossing,Entrance,Give_Way,Junction,Noexit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Circle,Turning_Loop
dnq96,9,1,8,0,0,0,11,0,0,0,2,2,2,152,0
9v5zy,0,0,1,0,0,0,1,1,0,0,1,0,0,17,0
dnq98,1,0,39,0,0,0,1,13,0,0,0,0,6,65,0
9vfgr,7,0,23,0,6,24,1,7,0,1,0,0,41,8,0
djup8,13,0,4,0,0,4,0,4,0,0,1,0,2,5,0
dhwgt,59,6,43,0,0,2,8,0,2,238,0,6,83,9,0
9v6e8,9,0,0,0,0,1,0,0,0,0,0,0,11,25,0
9v6eb,61,0,5,0,0,3,7,3,0,36,4,0,46,62,0
9v67y,174,0,30,0,0,7,0,3,0,61,0,0,92,167,0
9v67x,23,0,0,0,0,1,2,0,0,3,0,0,24,114,0
9v67z,139,0,19,0,0,18,4,15,0,62,0,0,58,112,0
9v67q,1,0,0,0,0,6,0,0,0,0,0,0,2,40,0
9v67p,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
9v67s,9,0,3,0,0,0,0,0,0,0,0,0,0,98,0
dhwgp,85,3,46,0,0,3,26,27,3,201,11,6,72,9,0
9v67u,25,0,0,0,0,3,0,0,0,2,0,0,46,184,0
9v6t7,18,0,0,0,0,6,3,0,0,0,6,0,29,177,0
9v67w,53,0,6,0,0,5,0,4,0,20,2,0,36,127,0
9vg5g,13,3,26,2,0,0,1,14,0,0,3,3,84,115,0
9v67h,7,0,0,0,0,0,0,0,0,0,0,0,1,17,0
9v67j,22,0,4,5,0,2,0,4,0,0,5,0,6,65,0
9v67m,13,0,1,0,0,0,0,1,0,0,14,1,5,23,0
9v67n,8,0,0,2,0,3,0,0,0,0,2,0,4,70,0
dhwfd,54,9,171,1,1,11,8,10,2,73,11,9,88,16,0
9vg5e,17,0,52,2,0,4,0,26,0,0,3,0,101,157,0
9v67e,1,0,0,0,0,0,0,0,0,0,0,0,0,37,0
9v67g,7,0,0,0,0,0,0,0,0,0,0,0,1,52,0
9v67f,15,0,0,0,0,0,0,0,0,0,6,0,5,33,0
dnq9s,8,1,46,47,4,3,1,0,0,0,7,1,50,50,0
9v7bk,8,0,3,0,0,0,0,1,0,0,1,0,0,13,0
9v7bj,18,0,12,0,0,2,2,6,0,0,2,0,21,167,0
9v7bh,21,0,8,0,0,1,0,8,0,0,0,0,42,66,0
9v7bn,17,0,5,0,0,3,0,5,0,0,0,0,14,165,0
9v7bm,21,0,20,0,0,0,2,9,0,0,8,0,7,95,0
9v7bs,2,0,0,0,0,0,0,0,0,0,0,0,0,34,0
9v7br,54,0,21,0,0,7,0,17,2,0,0,0,91,142,0
9v7bq,35,0,34,0,0,4,0,2,0,0,0,0,22,115,0
9v7bp,6,0,4,0,0,0,1,4,0,0,1,0,0,58,0
9v7bw,18,0,0,0,0,1,1,0,0,0,2,0,26,114,0
9v7bv,25,0,2,0,0,6,2,0,0,0,0,0,25,269,0
9v7bu,19,0,0,0,0,4,1,0,0,0,4,0,12,84,0
9v7bt,14,0,0,0,0,2,0,0,0,0,10,0,18,213,0
9v7bz,32,0,16,1,0,0,6,0,0,0,0,0,90,230,0
9v7by,6,0,7,0,0,1,3,0,0,0,2,0,24,251,0
9v7bx,10,0,11,0,0,0,0,11,0,0,0,0,58,135,0
dnq9m,7,0,7,0,0,0,0,7,0,0,4,0,20,37,0
dhwfm,151,0,283,0,1,12,5,2,12,302,36,1,209,8,0
9vk6c,27,8,109,3,0,0,0,0,0,0,2,8,43,90,0
9vk6b,48,15,52,1,0,3,0,4,0,0,0,15,34,65,0
9vk6g,4,0,0,0,0,0,0,0,0,0,0,0,1,34,0
9vk6f,50,13,173,5,0,0,1,0,0,0,0,13,50,190,0
9vk6e,3,0,2,0,0,0,3,2,0,0,0,0,0,22,0
9vk6d,20,0,2,0,1,0,1,0,0,0,0,0,44,213,0
9vk6k,0,0,0,0,0,0,3,0,0,0,0,0,4,51,0
9vk6h,18,0,6,0,0,2,1,6,0,0,0,0,14,75,0
dhwfr,22,4,74,1,0,0,1,0,0,16,9,4,15,5,0
9vk6m,0,0,11,0,0,0,0,8,0,0,0,0,0,2,0
9vk6s,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0
9vk6q,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0
dhwfs,71,6,125,0,0,35,11,29,12,164,7,7,137,3,0
9vk6v,2,0,2,0,0,0,0,2,0,0,0,0,0,1,0
9vk6u,6,0,3,0,0,0,0,3,0,0,0,0,5,2,0
9v6tv,0,0,5,0,0,0,2,5,0,0,0,0,0,0,0
9v6t4,32,0,0,0,0,0,3,0,0,0,2,0,33,187,0
9vk6y,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
dnnx2,95,12,59,34,0,5,2,0,0,0,3,12,66,186,0
9v6t5,3,0,0,0,0,4,0,0,0,0,2,0,4,25,0
9v6t6,11,0,0,0,0,4,0,0,0,0,69,0,39,209,0
9v6w0,5,0,6,0,0,2,0,6,0,0,0,0,0,24,0
9v7gn,3,0,0,0,0,0,0,0,0,0,0,0,2,14,0
9v6w5,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0
dhwfx,225,0,458,11,3,12,8,61,2,258,32,4,282,4,0
dhwfy,133,0,108,0,1,19,0,39,0,452,6,0,187,2,0
dhwfz,96,19,48,0,0,4,2,19,0,189,5,19,71,7,0
dnnrz,12,3,17,6,0,2,0,27,0,13,0,3,16,58,0
dnnry,37,0,31,0,0,16,6,104,0,34,2,0,44,47,0
dnnrx,49,0,13,6,8,7,3,25,0,35,10,0,59,72,0
9q59x,278,33,55,3,0,4,1,41,1,31,158,33,128,46,0
9q59z,6,20,0,0,0,1,0,0,0,0,15,20,3,53,0
9q59u,0,0,0,0,0,0,13,0,0,0,1,0,0,13,0
9q59t,10,0,0,0,0,0,3,0,0,4,0,0,3,8,0
9q59w,63,6,2,0,0,0,12,0,0,1,62,6,18,38,0
9q59v,10,0,0,0,0,0,8,0,0,0,1,0,4,6,0
dnnrw,16,4,37,5,0,6,1,16,0,16,2,4,19,44,0
dnnrv,16,0,42,0,0,0,7,27,0,38,8,0,19,138,0
9q59s,2,0,0,0,0,0,12,0,0,0,0,0,2,19,0
9q59r,126,0,23,1,0,2,0,2,1,36,21,0,50,0,0
9vk63,16,0,4,0,0,2,0,3,0,0,0,0,8,97,0
9vk62,34,7,36,3,0,4,0,0,0,0,2,7,18,149,0
9vk61,11,0,8,0,0,4,1,0,0,0,0,0,33,32,0
dnnrh,4,0,0,0,0,0,7,0,0,0,9,0,4,72,0
9vk66,6,0,5,0,0,0,0,0,0,0,3,0,26,145,0
dnnrm,33,2,61,0,0,3,2,0,0,0,8,2,15,67,0
9vk64,5,0,0,0,0,0,0,0,0,0,0,0,4,13,0
9q59e,23,0,1,0,0,0,5,0,0,4,1,0,5,11,0
9vk69,12,0,1,0,0,0,0,0,0,0,0,0,31,175,0
9vk68,32,8,88,1,0,2,0,6,0,0,10,8,39,54,0
dnnrg,8,0,1,0,0,0,1,0,0,0,0,0,2,16,0
dnnre,7,0,39,0,0,0,0,0,0,0,0,0,4,81,0
dhwfp,22,1,7,0,0,9,5,0,9,34,7,2,17,2,0
9vg67,0,0,6,0,0,3,0,6,0,0,1,0,0,11,0
9vg66,4,0,3,0,0,0,0,3,0,0,2,0,22,73,0
9vg65,2,0,0,0,0,1,0,0,0,0,0,0,4,12,0
9vg64,5,0,0,0,0,4,0,0,0,0,6,0,22,19,0
9vg63,12,0,4,0,0,5,0,4,0,0,14,0,124,49,0
9vg62,5,0,35,0,0,0,0,37,0,0,0,0,56,52,0
9vg61,13,0,0,0,0,13,0,0,0,0,1,0,32,26,0
9vg60,9,0,2,0,0,7,0,2,0,0,5,0,32,27,0
9vg69,5,0,33,0,0,22,0,0,0,0,5,0,133,30,0
9vg68,14,0,10,0,0,11,2,2,0,0,7,0,58,25,0
9v6ee,3,0,0,0,0,0,0,0,0,0,0,0,4,8,0
9vgh5,11,0,33,0,0,8,1,0,0,0,3,0,88,82,0
9vgh4,30,0,0,0,0,5,0,0,0,0,0,0,13,29,0
9vgh1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0
9vgh0,14,0,16,0,0,9,0,18,0,1,1,0,35,39,0
9v6ev,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
9v6eu,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9v6et,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
9v6es,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0
9vg6j,12,0,12,0,0,4,1,0,0,0,0,0,2,33,0
9v6eg,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
9q5g6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9q5g5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9q5g4,7,0,0,0,0,0,3,0,0,0,25,0,0,25,0
9v6ec,55,0,8,1,0,9,0,0,0,4,0,0,18,2,0
9q5g2,3,0,1,0,0,3,5,0,0,4,0,0,3,21,0
9q5g1,22,8,10,0,0,10,12,0,0,0,4,8,12,97,0
9q5g0,61,3,10,0,0,7,13,15,0,10,14,3,9,101,0
djup2,20,0,5,0,0,2,0,5,0,0,2,0,19,60,0
djup3,7,0,5,0,0,2,0,5,0,0,1,0,2,76,0
djup0,27,0,13,0,0,3,1,11,0,0,3,0,16,28,0
djup1,14,0,2,0,0,2,0,2,0,0,0,0,2,106,0
djup6,2,0,0,0,0,0,0,0,0,0,0,0,0,66,0
9v6ej,2,0,0,0,0,0,0,0,0,0,0,0,3,7,0
9v6eh,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9vg6v,7,0,0,0,0,0,0,0,0,0,0,0,0,43,0
9vg6u,11,0,0,0,0,0,4,0,0,0,0,0,0,66,0
9vghn,14,0,56,0,0,0,0,0,0,0,10,0,86,204,0
9vg6s,2,0,0,0,0,0,0,0,0,0,0,0,0,65,0
9vghh,20,1,57,1,3,13,0,0,0,0,14,1,174,73,0
9vghj,28,0,62,1,3,0,0,0,0,0,18,0,119,125,0
9vg6g,1,0,0,0,0,2,0,0,0,0,0,0,1,2,0
9vg6f,2,0,0,0,1,10,0,0,0,0,0,0,13,90,0
9vg6d,0,0,0,0,0,3,0,0,0,0,0,0,10,31,0
9vg6c,4,0,10,0,0,7,0,0,0,0,3,0,89,53,0
9vg6b,7,0,8,0,0,7,0,8,0,0,2,0,64,25,0
9v6e3,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0
9vg6m,18,0,6,0,0,5,0,6,0,0,0,0,14,35,0
9vg6k,13,0,4,0,0,3,0,4,0,0,0,0,8,11,0
9vghp,28,9,73,0,0,6,1,0,0,0,5,9,100,100,0
9vg6h,3,0,1,0,0,1,0,0,0,0,0,0,0,33,0
9v7fw,38,0,12,0,2,2,1,3,0,0,2,0,37,270,0
9v7fv,22,0,0,0,0,2,0,0,0,0,0,0,4,44,0
9v7fu,8,0,0,0,0,1,0,0,0,0,0,0,0,21,0
9v7ft,40,0,2,0,0,4,1,1,0,0,0,0,36,115,0
9v7fs,7,0,3,0,0,11,0,3,0,0,2,0,6,42,0
9v7fr,8,0,16,0,0,5,5,16,0,0,0,0,51,157,0
9v7fq,30,0,7,0,0,3,0,1,0,0,0,0,37,261,0
9v7fp,58,0,9,8,0,0,2,9,0,0,0,0,84,246,0
djupb,114,0,15,0,0,8,0,3,0,2,0,1,9,4,0
9q5gn,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9v6e0,1,0,0,0,0,5,0,0,0,0,0,0,5,4,0
djupf,15,9,0,0,0,2,0,0,0,0,5,9,9,20,0
9v7fz,0,0,0,0,0,3,3,0,0,0,0,0,2,109,0
9v7fy,1,0,0,0,0,2,0,0,0,0,0,0,4,8,0
9v7fx,22,0,0,0,0,0,11,0,0,0,0,0,34,274,0
9q5gp,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9v7fn,72,0,4,0,0,0,2,0,0,0,3,0,65,390,0
9v7fm,7,0,6,0,0,0,0,0,0,0,0,0,12,45,0
9v7fk,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0
9v7fj,28,0,0,0,0,0,0,0,0,0,0,0,23,172,0
9v7fh,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
dhwgm,53,0,34,0,0,7,1,19,0,129,13,0,58,4,0
dhx58,117,8,127,42,1,4,43,16,1,140,16,12,183,29,0
dhx52,45,0,50,2,0,0,9,4,0,60,3,0,75,9,0
dhx50,83,0,42,0,0,0,5,0,0,102,13,0,96,5,0
9q5gj,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0
djupd,15,0,0,0,0,2,0,0,0,0,2,0,6,89,0
djupe,19,2,0,0,0,0,0,0,0,0,3,2,10,171,0
dn5bq,18,8,19,0,0,2,0,417,0,1,10,8,21,7,0
9vk2v,10,0,60,0,0,6,1,66,0,0,0,0,4,8,0
9vk2u,16,0,19,0,0,4,2,30,0,0,0,0,8,44,0
9vk2t,19,0,12,0,2,5,0,29,0,1,20,0,13,24,0
9vk2s,3,0,19,0,0,0,0,25,0,0,0,0,12,30,0
dhwg6,3,0,3,0,0,2,1,2,0,0,1,0,7,3,0
9vk2g,78,0,0,0,0,1,13,0,0,0,0,0,21,99,0
9vk2f,21,0,2,0,0,4,6,0,0,0,0,0,42,26,0
9vk2e,4,0,4,0,2,0,11,0,0,0,0,0,21,61,0
9vk2d,33,0,0,0,0,2,0,0,0,0,0,5,52,84,0
9vk2c,35,0,0,0,0,0,6,0,0,0,0,0,62,30,0
9vk2b,19,0,39,0,1,7,1,32,0,0,0,0,30,11,0
dhwg7,21,0,12,0,0,3,12,4,0,17,10,2,47,11,0
9vk2m,0,0,44,0,0,5,0,57,0,0,0,0,6,20,0
9vk2k,5,0,1,0,2,0,0,1,0,0,0,0,14,24,0
9vk2j,58,0,21,0,0,2,0,0,0,0,0,0,0,82,0
9vk2h,34,0,58,5,0,0,0,0,0,0,1,0,22,66,0
9vk4e,31,0,0,0,0,0,0,0,0,0,0,0,72,97,0
9vk4d,47,0,0,0,0,0,1,0,0,0,7,0,52,176,0
9vk32,26,4,44,0,0,19,1,38,0,0,0,4,40,25,0
9vk4f,15,0,0,0,0,0,0,0,0,0,0,0,58,233,0
dnq95,23,3,14,6,0,4,1,0,0,0,2,3,36,42,0
9vk27,9,0,0,0,0,0,0,0,0,0,1,0,14,206,0
9vk26,6,0,9,0,0,1,0,9,0,0,0,0,5,42,0
9vk25,113,0,15,2,0,3,5,10,0,0,0,0,63,53,0
9vk24,37,0,2,0,0,4,0,0,0,0,0,0,19,87,0
9vk23,23,0,13,0,8,13,0,2,0,0,0,0,43,14,0
9vk4c,17,0,4,0,0,0,7,4,0,0,0,0,27,140,0
9vk21,6,0,10,0,0,0,0,0,0,0,0,0,8,122,0
9vk20,17,0,12,0,0,0,8,0,0,0,6,0,13,176,0
9vk37,24,0,26,0,0,6,0,34,0,0,0,0,22,0,0
9vk29,10,0,29,0,3,1,0,19,0,0,1,0,36,33,0
9vk28,35,0,0,0,3,5,0,0,0,0,0,0,29,22,0
9vk38,18,0,25,0,4,0,0,21,0,0,0,0,15,0,0
9mupc,43,0,26,0,0,0,30,154,0,8,3,0,29,117,0
9q5b9,81,0,42,1,0,0,6,0,0,3,22,0,16,14,0
9q5b4,28,0,0,0,0,0,0,0,0,1,5,0,42,100,0
9q5b5,23,5,12,0,0,0,4,0,0,13,64,5,27,138,0
9q5b6,84,0,11,0,0,1,7,0,1,45,26,0,72,64,0
9q5b7,56,0,24,0,0,0,0,23,0,24,14,0,45,103,0
9q5b1,2,3,4,0,0,0,0,0,0,0,4,3,7,93,0
9vg3b,10,0,0,0,0,5,0,0,0,0,2,0,0,11,0
9vg3c,4,0,0,0,1,14,0,0,0,0,0,0,2,1,0
9vg3t,5,0,0,2,0,2,0,0,0,0,0,0,0,13,0
9vg3s,2,0,0,0,0,3,0,0,0,0,0,0,0,3,0
9qh0c,34,0,49,0,0,11,0,45,3,3,2,0,117,92,0
9v7cm,157,15,1,1,0,6,0,0,0,0,8,15,124,238,0
9v7cn,7,0,0,0,0,1,14,0,0,0,0,0,14,25,0
9v7ch,62,0,24,0,0,8,0,0,1,0,8,0,68,255,0
dnq8s,12,0,0,0,0,3,0,0,0,0,0,0,10,111,0
9v7cj,14,0,0,0,0,0,0,0,0,0,0,0,28,229,0
9v7ck,21,2,2,0,0,18,2,0,0,0,11,2,50,200,0
9v6kh,32,0,0,0,0,0,1,0,0,0,0,0,11,63,0
9vg57,21,0,15,0,0,4,0,17,0,1,3,0,113,69,0
dnnx5,13,0,0,0,0,0,0,0,0,0,0,0,0,66,0
dnnx4,2,0,0,0,0,0,0,0,0,0,0,0,0,53,0
dnnx6,10,7,22,0,0,1,2,0,0,0,0,7,18,50,0
9v7cx,219,0,9,7,0,0,0,0,0,0,14,0,22,10,0
9v7cy,97,0,3,0,0,0,0,0,0,0,2,0,47,315,0
9v7cz,82,0,2,0,0,0,0,0,0,0,0,1,82,181,0
dhwgw,61,0,27,0,0,17,11,1,6,209,14,4,80,17,0
9v7ct,68,2,1,0,0,0,3,0,0,0,12,2,74,362,0
9v7cu,10,0,0,0,3,0,0,0,0,0,0,0,3,54,0
9v7cv,23,0,0,0,0,2,0,0,0,0,0,0,37,215,0
9v7cw,147,18,1,28,0,0,2,0,0,0,57,18,76,191,0
9v7cp,58,0,17,0,0,2,2,0,0,0,1,0,106,119,0
9v7cq,132,7,8,6,0,5,0,0,0,0,10,7,36,100,0
9v7cr,109,1,1,0,0,5,1,0,0,0,3,6,54,81,0
9v7cs,20,0,0,0,3,5,0,0,0,0,0,0,28,189,0
9q5bx,103,0,29,1,0,9,0,6,0,211,170,0,73,65,0
9q5by,54,2,4,0,0,20,32,7,0,32,4,2,67,75,0
9q5bz,71,4,76,0,0,6,4,21,0,99,19,4,108,118,0
9q5bt,14,0,49,0,0,9,1,53,0,35,2,0,75,55,0
9q5bu,57,2,16,0,0,9,3,13,0,33,2,2,91,113,0
9q5bv,82,8,49,0,0,0,21,63,0,7,1,8,94,49,0
9q5bw,37,0,25,0,0,22,32,32,0,151,3,0,69,39,0
9q5bp,229,0,143,0,4,4,29,2,4,289,24,2,75,21,0
9q5bq,58,2,156,1,0,30,36,98,0,233,5,2,116,35,0
9q5br,110,8,56,4,0,13,5,4,0,212,9,8,70,53,0
9q5bs,27,0,58,0,0,29,4,24,0,55,2,0,65,104,0
9q5bm,20,7,85,0,0,11,0,284,0,63,0,7,50,59,0
9q5bn,131,0,276,2,0,27,33,258,1,350,29,0,276,10,0
9q5bh,33,0,51,0,0,13,9,127,0,8,6,0,42,30,0
9vg39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9q5bj,13,0,65,0,0,30,28,454,0,22,7,0,13,8,0
9q5bk,76,0,30,0,0,8,9,10,0,22,0,0,104,217,0
9q5bd,91,0,37,0,0,1,3,3,0,17,27,0,81,66,0
9q5be,43,0,23,0,0,7,6,26,0,4,4,0,58,93,0
9q5bf,109,0,119,1,0,12,1,135,0,13,16,0,113,32,0
9q5bg,61,0,40,5,0,2,2,19,0,5,5,0,58,88,0
9vg30,8,0,13,0,0,5,1,13,0,0,2,0,0,4,0
9vg32,1,0,0,0,0,4,3,0,0,0,0,0,0,6,0
9q5bc,91,0,78,2,0,1,0,46,1,2,11,0,57,26,0
dnq82,178,3,345,12,0,24,14,256,1,27,4,3,168,16,0
dnq83,46,22,29,2,0,8,12,8,2,5,14,22,35,19,0
dnq80,42,4,5,5,0,0,3,0,0,0,1,4,19,68,0
dnq81,31,0,12,0,0,0,2,4,0,0,0,0,8,54,0
dnq86,16,23,38,0,0,0,5,2,0,0,0,23,58,43,0
dnq87,5,3,99,0,0,0,0,5,0,0,0,3,68,151,0
dnq84,24,13,11,0,0,4,3,2,0,0,0,13,32,87,0
dnnxb,68,0,15,16,0,0,0,0,0,0,3,0,36,88,0
dnnxm,8,0,14,0,0,0,0,5,0,0,0,0,0,50,0
dnq88,40,0,23,0,0,20,8,18,0,0,0,0,23,28,0
dnq89,29,0,44,0,2,6,3,30,0,3,0,0,21,31,0
9v6s5,0,0,0,0,0,1,0,0,0,0,0,0,3,41,0
dnnxh,3,0,0,0,0,0,0,0,0,0,0,0,1,47,0
dnnxk,6,3,5,0,10,0,0,5,0,0,0,3,0,158,0
dnnxj,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0
9qh03,49,0,0,0,0,1,7,0,1,26,2,0,67,206,0
9qh02,77,12,13,1,0,11,0,0,0,120,4,12,57,61,0
9qh01,21,0,12,0,0,6,0,83,0,0,6,0,47,68,0
9qh00,86,0,62,0,1,11,3,0,0,102,17,0,90,81,0
dnnxs,8,0,10,0,0,8,3,1,0,0,23,0,18,60,0
dnnrt,30,1,18,5,0,0,10,0,0,23,0,1,18,167,0
9qh09,33,0,0,1,0,12,0,0,3,32,13,0,98,460,0
9qh08,114,0,9,0,0,15,0,0,1,107,11,0,61,229,0
djupc,43,24,1,0,0,5,2,0,0,1,23,24,30,41,0
9v6s4,3,0,0,0,0,2,0,0,0,0,0,0,2,12,0
9v6t0,46,9,34,0,13,7,0,14,0,6,5,10,78,90,0
9v67r,3,0,0,0,0,0,1,0,0,0,0,0,0,30,0
9v6s6,4,3,10,0,0,0,0,3,0,0,0,3,2,40,0
9v67t,43,0,7,0,0,0,1,1,1,3,0,0,44,226,0
djup9,27,0,2,0,0,5,0,2,0,0,3,0,3,83,0
9v67v,56,0,9,0,0,5,3,0,0,12,0,0,83,174,0
9vffz,26,0,2,0,0,22,1,0,0,1,0,0,30,9,0
9vffx,21,0,28,2,0,7,0,68,0,3,4,0,40,12,0
9v6s1,37,0,0,0,0,2,1,0,0,24,0,0,7,28,0
9vffr,18,0,71,0,0,14,0,193,0,0,1,0,65,49,0
dnq3n,2,0,4,0,0,0,0,0,0,0,0,0,0,9,0
9vffp,15,0,23,8,0,9,2,73,0,0,11,0,78,31,0
dnq3k,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0
dnq3j,2,0,3,0,0,0,0,3,0,0,0,0,0,27,0
dnq3h,1,0,1,0,0,0,0,2,0,0,0,0,0,27,0
dnq3w,4,1,3,0,0,0,0,7,0,0,0,1,0,1,0
9mupb,78,13,45,1,0,1,35,34,1,30,46,13,29,12,0
dnq3r,7,0,62,0,0,0,0,0,0,0,0,0,28,48,0
dnq3q,1,0,8,8,0,0,9,0,0,0,2,0,0,14,0
dnq3p,4,0,0,0,0,2,0,0,0,0,0,0,6,41,0
djgzm,17,0,20,0,0,17,0,20,0,1,5,0,30,9,0
dnq3x,14,0,64,0,0,2,1,0,0,0,0,0,55,89,0
